1,1000
2,1001
3,1002
4,1003
5,1004
6,1005
7,1006
8,1007
9,1008
10,1009
11,1010
12,1011
13,1012
14,1013
15,1014
16,1015
17,1016
18,1017
19,1018
20,1019
21,1020
22,1021
23,1022
24,1023
25,1024
26,1025
27,1026
28,1027
29,1028
30,1029
31,1030
32,1031
33,1032
34,1033
35,1034
36,1035
37,1036
38,1037
39,1038
40,1039
41,1040
42,1041
43,1042
44,1043
45,1044
46,1045
47,1046
48,1047
49,1048
50,1049
51,1050
52,1051
53,1052
54,1053
55,1054
56,1055
57,1056
58,1057
59,1058
60,1059
61,1060
62,1061
63,1062
64,1063
65,1064
66,1065
67,1066
68,1067
69,1068
70,1069
71,1070
72,1071
73,1072
74,1073
75,1074
76,1075
77,1076
78,1077
79,1078
80,1079
81,1080
